trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.9995001249791693}",25,0,-149.34323441784522,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
2,False,"{'a': 0.6, 'e': 0.999000499833375}",25,0,-23.61894551481815,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
3,False,"{'a': 0.6, 'e': 0.9985011244377109}",30,3,-145.84426423031871,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 2}",1
4,False,"{'a': 0.6, 'e': 0.9980019986673331}",20,0,-71.78820642515308,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.6, 'e': 0.9975031223974601}",25,0,-64.6000652752333,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
6,False,"{'a': 0.6, 'e': 0.997004495503373}",25,0,-121.5151926715798,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.6, 'e': 0.9965061178604149}",30,0,-140.15409182435508,"{0: 21, 1: 0, 2: 5, 3: 2, 4: 2}",0
8,False,"{'a': 0.6, 'e': 0.9960079893439915}",25,0,-78.46240935328612,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
9,False,"{'a': 0.6, 'e': 0.9955101098295706}",25,0,-231.67902299401666,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 5}",0
10,False,"{'a': 0.6, 'e': 0.9950124791926823}",20,0,-92.24538624620494,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
11,False,"{'a': 0.6, 'e': 0.9945150973089191}",30,0,-109.67015552286216,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
12,False,"{'a': 0.6, 'e': 0.9940179640539353}",25,18,-1.9133677303785428,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.6, 'e': 0.9935210793034477}",25,0,-37.067632451030356,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
14,False,"{'a': 0.6, 'e': 0.9930244429332351}",20,14,-33.13816267884468,"{0: 4, 1: 0, 2: 0, 3: 2, 4: 0}",1
15,False,"{'a': 0.6, 'e': 0.9925280548191384}",20,0,-123.93866455220935,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
16,False,"{'a': 0.6, 'e': 0.9920319148370607}",30,0,-205.39116852537046,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
17,False,"{'a': 0.6, 'e': 0.9915360228629667}",20,0,-42.6714113419159,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
18,False,"{'a': 0.6, 'e': 0.9910403787728836}",20,0,-83.27103984376114,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
19,False,"{'a': 0.6, 'e': 0.9905449824429005}",20,0,-137.12225506355264,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
20,False,"{'a': 0.6, 'e': 0.9900498337491681}",30,0,-194.72640595199212,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
21,False,"{'a': 0.6, 'e': 0.9895549325678993}",20,0,-151.5971590032109,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
22,False,"{'a': 0.6, 'e': 0.9890602787753687}",25,0,-182.30808916154842,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
23,False,"{'a': 0.6, 'e': 0.988565872247913}",20,4,-41.41296521884498,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
24,False,"{'a': 0.6, 'e': 0.9880717128619305}",20,0,-101.08022867977766,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
25,False,"{'a': 0.6, 'e': 0.9875778004938814}",20,0,-146.43075933855104,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
26,False,"{'a': 0.6, 'e': 0.9870841350202876}",25,0,-134.01319947223016,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
27,False,"{'a': 0.6, 'e': 0.9865907163177327}",20,0,-97.86128301414757,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
28,False,"{'a': 0.6, 'e': 0.9860975442628619}",20,0,-142.53991153794658,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
29,False,"{'a': 0.6, 'e': 0.9856046187323824}",20,0,-104.21245976326148,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
30,False,"{'a': 0.6, 'e': 0.9851119396030626}",20,0,-84.05698094832155,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
31,False,"{'a': 0.6, 'e': 0.9846195067517329}",25,0,-153.32380086683133,"{0: 14, 1: 2, 2: 4, 3: 4, 4: 1}",0
32,False,"{'a': 0.6, 'e': 0.9841273200552851}",30,0,-69.72853572753972,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
33,False,"{'a': 0.6, 'e': 0.9836353793906724}",20,10,-43.507034910846784,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
34,False,"{'a': 0.6, 'e': 0.9831436846349096}",20,0,-91.83440477627335,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
35,False,"{'a': 0.6, 'e': 0.9826522356650732}",30,0,-132.4215073359338,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
36,False,"{'a': 0.6, 'e': 0.9821610323583008}",20,0,-103.11969229279516,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
37,False,"{'a': 0.6, 'e': 0.9816700745917915}",25,0,-130.7047467144322,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
38,False,"{'a': 0.6, 'e': 0.981179362242806}",30,0,-116.7162165565738,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
39,False,"{'a': 0.6, 'e': 0.9806888951886662}",20,0,-134.73495315725785,"{0: 9, 1: 1, 2: 6, 3: 4, 4: 0}",0
40,False,"{'a': 0.6, 'e': 0.9801986733067553}",20,0,-89.25990073069381,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
41,False,"{'a': 0.6, 'e': 0.9797086964745179}",20,0,-184.12750954159725,"{0: 12, 1: 0, 2: 2, 3: 3, 4: 3}",0
42,False,"{'a': 0.6, 'e': 0.9792189645694596}",20,0,-115.89911617676434,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
43,False,"{'a': 0.6, 'e': 0.9787294774691476}",30,0,-158.06998044578435,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
44,False,"{'a': 0.6, 'e': 0.97824023505121}",35,0,-93.48882883906816,"{0: 24, 1: 5, 2: 5, 3: 0, 4: 1}",0
45,False,"{'a': 0.6, 'e': 0.9777512371933363}",25,0,-154.66782449151555,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
46,False,"{'a': 0.6, 'e': 0.9772624837732771}",30,0,-155.74584964309423,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
47,False,"{'a': 0.6, 'e': 0.9767739746688439}",25,0,-74.6410384047527,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
48,False,"{'a': 0.6, 'e': 0.9762857097579093}",25,0,-186.49086753359938,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
49,False,"{'a': 0.6, 'e': 0.9757976889184073}",30,11,-136.226838417505,"{0: 10, 1: 1, 2: 3, 3: 4, 4: 1}",1
50,False,"{'a': 0.6, 'e': 0.9753099120283326}",25,0,-146.17943816755295,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
51,False,"{'a': 0.6, 'e': 0.9748223789657411}",25,0,-54.122033271203826,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
52,False,"{'a': 0.6, 'e': 0.9743350896087494}",25,0,-74.29284610909352,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
53,False,"{'a': 0.6, 'e': 0.973848043835535}",25,0,-187.75185824732037,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
54,False,"{'a': 0.6, 'e': 0.9733612415243368}",25,0,-44.419573251902406,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
55,False,"{'a': 0.6, 'e': 0.972874682553454}",20,0,-110.60244761243348,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
56,False,"{'a': 0.6, 'e': 0.9723883668012469}",30,0,-65.3610937559693,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
57,False,"{'a': 0.6, 'e': 0.9719022941461366}",25,0,-149.0855140252928,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
58,False,"{'a': 0.6, 'e': 0.9714164644666048}",25,0,-177.5565378564469,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
59,False,"{'a': 0.6, 'e': 0.9709308776411942}",30,0,-205.27622506884293,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
60,False,"{'a': 0.6, 'e': 0.9704455335485082}",25,10,-87.57863337771072,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 1}",1
61,False,"{'a': 0.6, 'e': 0.9699604320672105}",25,0,-235.02294308368053,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 5}",0
62,False,"{'a': 0.6, 'e': 0.9694755730760259}",25,0,-192.15599592464372,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
63,False,"{'a': 0.6, 'e': 0.9689909564537397}",25,0,-144.27947030779887,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
64,False,"{'a': 0.6, 'e': 0.9685065820791976}",20,0,-91.01001170361951,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
65,False,"{'a': 0.6, 'e': 0.968022449831306}",25,0,-52.015624520007336,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
66,False,"{'a': 0.6, 'e': 0.967538559589032}",25,0,-36.7087286301328,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
67,False,"{'a': 0.6, 'e': 0.9670549112314029}",25,0,-51.80987825216187,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
68,False,"{'a': 0.6, 'e': 0.9665715046375066}",25,0,-191.7150454709083,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
69,False,"{'a': 0.6, 'e': 0.9660883396864915}",25,0,-98.78021567679265,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
70,False,"{'a': 0.6, 'e': 0.9656054162575665}",20,0,-47.20331156294736,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
71,False,"{'a': 0.6, 'e': 0.9651227342300005}",25,6,-100.91954757035722,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 2}",1
72,False,"{'a': 0.6, 'e': 0.9646402934831231}",20,0,-116.96035261293542,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",1
73,False,"{'a': 0.6, 'e': 0.964158093896324}",25,0,-186.83852468086135,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 3}",0
74,False,"{'a': 0.6, 'e': 0.9636761353490535}",20,0,-32.78763883421187,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
75,False,"{'a': 0.6, 'e': 0.9631944177208218}",25,0,-160.71982406244624,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
76,False,"{'a': 0.6, 'e': 0.9627129408911995}",20,0,-145.5138353980413,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
77,False,"{'a': 0.6, 'e': 0.9622317047398176}",20,0,-50.404065824771635,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
78,False,"{'a': 0.6, 'e': 0.9617507091463667}",20,0,-28.425408839805712,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
79,False,"{'a': 0.6, 'e': 0.9612699539905982}",20,9,-52.734942244400315,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
80,False,"{'a': 0.6, 'e': 0.9607894391523232}",25,0,-126.44436316674543,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
81,False,"{'a': 0.6, 'e': 0.960309164511413}",30,0,-173.57947624794593,"{0: 16, 1: 5, 2: 5, 3: 2, 4: 2}",0
82,False,"{'a': 0.6, 'e': 0.9598291299477989}",25,0,-91.47304055813511,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
83,False,"{'a': 0.6, 'e': 0.9593493353414723}",30,0,-105.46127140622292,"{0: 17, 1: 7, 2: 5, 3: 0, 4: 1}",0
84,False,"{'a': 0.6, 'e': 0.9588697805724845}",25,0,-72.06030273171477,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
85,False,"{'a': 0.6, 'e': 0.958390465520947}",25,0,-99.64977063954518,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
86,False,"{'a': 0.6, 'e': 0.9579113900670306}",25,1,-35.3888716103211,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 0}",1
87,False,"{'a': 0.6, 'e': 0.957432554090967}",20,0,-88.60054508502846,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
88,False,"{'a': 0.6, 'e': 0.9569539574730467}",20,0,-148.41403246035804,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
89,False,"{'a': 0.6, 'e': 0.9564756000936208}",20,0,-48.394123279075245,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
90,False,"{'a': 0.6, 'e': 0.9559974818331}",25,12,-56.7982182445719,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
91,False,"{'a': 0.6, 'e': 0.9555196025719545}",25,0,-119.16180010860296,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
92,False,"{'a': 0.6, 'e': 0.9550419621907147}",25,0,-169.89306700430447,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
93,False,"{'a': 0.6, 'e': 0.9545645605699703}",25,0,-99.57120633846066,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
94,False,"{'a': 0.6, 'e': 0.9540873975903711}",25,0,-143.88491436655147,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
95,False,"{'a': 0.6, 'e': 0.9536104731326264}",35,0,-222.78563721613622,"{0: 19, 1: 5, 2: 6, 3: 2, 4: 3}",0
96,False,"{'a': 0.6, 'e': 0.9531337870775047}",20,4,-156.6873017144772,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 3}",1
97,False,"{'a': 0.6, 'e': 0.9526573393058348}",25,0,-79.56963555271187,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
98,False,"{'a': 0.6, 'e': 0.9521811296985049}",30,0,-191.70830350633702,"{0: 15, 1: 8, 2: 3, 3: 1, 4: 3}",0
99,False,"{'a': 0.6, 'e': 0.9517051581364622}",25,0,-104.474644369872,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
100,False,"{'a': 0.6, 'e': 0.951229424500714}",20,0,-69.27410977327872,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
101,False,"{'a': 0.6, 'e': 0.9507539286723269}",30,0,-123.974870994119,"{0: 16, 1: 5, 2: 7, 3: 2, 4: 0}",0
102,False,"{'a': 0.6, 'e': 0.950278670532427}",25,0,-106.58323909901253,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
103,False,"{'a': 0.6, 'e': 0.9498036499621996}",30,0,-110.04891877619875,"{0: 18, 1: 3, 2: 6, 3: 3, 4: 0}",0
104,False,"{'a': 0.6, 'e': 0.9493288668428895}",20,0,-19.210453408369197,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
105,False,"{'a': 0.6, 'e': 0.9488543210558013}",25,0,-51.96513187632146,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",1
106,False,"{'a': 0.6, 'e': 0.9483800124822982}",25,2,-19.280045626248736,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.6, 'e': 0.9479059410038031}",25,0,-67.14931669673346,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
108,False,"{'a': 0.6, 'e': 0.9474321065017983}",20,0,-112.39379982382107,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
109,False,"{'a': 0.6, 'e': 0.9469585088578251}",30,13,-25.49279979138904,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
110,False,"{'a': 0.6, 'e': 0.9464851479534838}",25,0,-213.04795602231187,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
111,False,"{'a': 0.6, 'e': 0.9460120236704347}",30,14,-22.454274973496652,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
112,False,"{'a': 0.6, 'e': 0.9455391358903963}",20,0,-95.7567532807055,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
113,False,"{'a': 0.6, 'e': 0.9450664844951467}",20,0,-85.18298558048878,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
114,False,"{'a': 0.6, 'e': 0.9445940693665233}",20,0,-147.10465037240368,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
115,False,"{'a': 0.6, 'e': 0.9441218903864221}",20,0,-117.92986437684208,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
116,False,"{'a': 0.6, 'e': 0.9436499474367985}",30,0,-123.83576647194722,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
117,False,"{'a': 0.6, 'e': 0.9431782403996666}",20,0,-87.15775508914831,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
118,False,"{'a': 0.6, 'e': 0.9427067691570997}",20,0,-15.7603719182726,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
119,False,"{'a': 0.6, 'e': 0.94223553359123}",35,9,-84.54312930401288,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 1}",1
120,False,"{'a': 0.6, 'e': 0.9417645335842487}",20,0,-59.25500516878223,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
121,False,"{'a': 0.6, 'e': 0.9412937690184057}",20,0,-64.4699200644858,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
122,False,"{'a': 0.6, 'e': 0.9408232397760097}",20,0,-169.24248354483024,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
123,False,"{'a': 0.6, 'e': 0.9403529457394286}",25,0,-87.13625306061728,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
124,False,"{'a': 0.6, 'e': 0.9398828867910889}",20,0,-149.17123756900935,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
125,False,"{'a': 0.6, 'e': 0.9394130628134758}",20,14,6.218335726763918,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.6, 'e': 0.9389434736891332}",20,0,-88.59993381780345,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
127,False,"{'a': 0.6, 'e': 0.938474119300664}",35,7,-160.56495800954886,"{0: 14, 1: 4, 2: 8, 3: 0, 4: 2}",1
128,False,"{'a': 0.6, 'e': 0.9380049995307295}",25,0,-116.99628656472726,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
129,False,"{'a': 0.6, 'e': 0.9375361142620497}",25,0,-127.74800337066694,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
130,False,"{'a': 0.6, 'e': 0.9370674633774034}",20,0,-89.6761312520942,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
131,False,"{'a': 0.6, 'e': 0.9365990467596279}",20,0,-0.02777971756270914,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.6, 'e': 0.9361308642916188}",25,0,-254.86251536540638,"{0: 10, 1: 5, 2: 4, 3: 2, 4: 4}",0
133,False,"{'a': 0.6, 'e': 0.9356629158563308}",35,20,-54.286986800028735,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
134,False,"{'a': 0.6, 'e': 0.9351952013367766}",20,0,-115.27562451308758,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
135,False,"{'a': 0.6, 'e': 0.9347277206160275}",20,0,-119.42469835058772,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
136,False,"{'a': 0.6, 'e': 0.9342604735772135}",30,0,-182.58500463707918,"{0: 21, 1: 0, 2: 3, 3: 3, 4: 3}",0
137,False,"{'a': 0.6, 'e': 0.9337934601035228}",20,0,-66.16820417126289,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
138,False,"{'a': 0.6, 'e': 0.933326680078202}",25,0,-117.63744998747688,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
139,False,"{'a': 0.6, 'e': 0.932860133384556}",20,0,-59.35781087791611,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
140,False,"{'a': 0.6, 'e': 0.9323938199059483}",20,0,-55.638746436943855,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
141,False,"{'a': 0.6, 'e': 0.9319277395258003}",20,0,-162.85234287246166,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
142,False,"{'a': 0.6, 'e': 0.9314618921275921}",25,0,-167.8176262865287,"{0: 11, 1: 4, 2: 6, 3: 3, 4: 1}",0
143,False,"{'a': 0.6, 'e': 0.9309962775948618}",20,0,-107.39007722206378,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
144,False,"{'a': 0.6, 'e': 0.9305308958112057}",20,0,-102.67952815956981,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
145,False,"{'a': 0.6, 'e': 0.9300657466602785}",30,0,-176.32933845576267,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
146,False,"{'a': 0.6, 'e': 0.9296008300257927}",30,0,-80.17887452921701,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
147,False,"{'a': 0.6, 'e': 0.9291361457915193}",20,0,-65.68339184125128,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
148,False,"{'a': 0.6, 'e': 0.9286716938412872}",20,0,-70.78748550874231,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
149,False,"{'a': 0.6, 'e': 0.9282074740589834}",20,0,-55.78335047259575,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
150,False,"{'a': 0.6, 'e': 0.9277434863285529}",30,7,-145.62303766331667,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 2}",1
151,False,"{'a': 0.6, 'e': 0.9272797305339988}",20,0,-133.53585911280078,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
152,False,"{'a': 0.6, 'e': 0.9268162065593822}",20,0,-78.03822549572978,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
153,False,"{'a': 0.6, 'e': 0.9263529142888222}",30,0,-148.90753921130326,"{0: 16, 1: 4, 2: 8, 3: 1, 4: 1}",0
154,False,"{'a': 0.6, 'e': 0.9258898536064953}",30,0,-145.05409547082618,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
155,False,"{'a': 0.6, 'e': 0.9254270243966368}",30,0,-39.623253140346314,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
156,False,"{'a': 0.6, 'e': 0.9249644265435393}",20,0,-113.84931972088958,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
157,False,"{'a': 0.6, 'e': 0.9245020599315531}",20,14,-1.72662364899959,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.9240399244450868}",25,0,-82.9701222029722,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
159,False,"{'a': 0.6, 'e': 0.9235780199686064}",25,0,-88.7020324619546,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
160,False,"{'a': 0.6, 'e': 0.9231163463866358}",30,0,-101.80720077864751,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
161,False,"{'a': 0.6, 'e': 0.9226549035837566}",20,0,-52.06103057398932,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
162,False,"{'a': 0.6, 'e': 0.922193691444608}",25,0,-115.65144520791513,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
163,False,"{'a': 0.6, 'e': 0.9217327098538872}",25,0,-162.01366225721512,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
164,False,"{'a': 0.6, 'e': 0.9212719586963487}",20,0,-82.7214619835585,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
165,False,"{'a': 0.6, 'e': 0.9208114378568045}",25,0,-137.63664946057776,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
166,False,"{'a': 0.6, 'e': 0.9203511472201247}",20,0,-38.44564134984796,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
167,False,"{'a': 0.6, 'e': 0.9198910866712364}",25,0,-102.10339878772899,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
168,False,"{'a': 0.6, 'e': 0.9194312560951247}",30,0,-89.41539511114055,"{0: 19, 1: 1, 2: 10, 3: 0, 4: 0}",0
169,False,"{'a': 0.6, 'e': 0.9189716553768317}",25,0,-85.19121490555828,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
170,False,"{'a': 0.6, 'e': 0.9185122844014574}",20,0,-37.51777441605104,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
171,False,"{'a': 0.6, 'e': 0.9180531430541589}",30,0,-142.7773837938724,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
172,False,"{'a': 0.6, 'e': 0.9175942312201509}",20,0,-120.52191834536197,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
173,False,"{'a': 0.6, 'e': 0.9171355487847056}",25,0,-150.3790510568118,"{0: 14, 1: 1, 2: 6, 3: 3, 4: 1}",1
174,False,"{'a': 0.6, 'e': 0.9166770956331523}",30,0,-144.67302580904354,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
175,False,"{'a': 0.6, 'e': 0.9162188716508776}",25,11,-43.09624039966603,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.6, 'e': 0.9157608767233256}",25,0,-111.58031781566076,"{0: 18, 1: 3, 2: 0, 3: 2, 4: 2}",0
177,False,"{'a': 0.6, 'e': 0.9153031107359976}",30,0,-135.69286470701508,"{0: 16, 1: 4, 2: 7, 3: 3, 4: 0}",0
178,False,"{'a': 0.6, 'e': 0.914845573574452}",25,0,-75.40644217675857,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
179,False,"{'a': 0.6, 'e': 0.9143882651243046}",25,0,-121.80912104334374,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
180,False,"{'a': 0.6, 'e': 0.9139311852712282}",25,0,-150.5074281765035,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
181,False,"{'a': 0.6, 'e': 0.9134743339009529}",20,0,-109.56935146190777,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
182,False,"{'a': 0.6, 'e': 0.9130177108992658}",25,0,-125.7426710280261,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
183,False,"{'a': 0.6, 'e': 0.9125613161520112}",25,0,-130.27394887221476,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
184,False,"{'a': 0.6, 'e': 0.9121051495450904}",20,0,-70.84734942751896,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
